Symbol,Name,Sector,Price,Dividend Yield,Earnings/Share,Market Cap,EBITDA,Assets,Revenue
INCY,Incyte,Health Care,83.92,0,0.54,18220961259,-81686000,8.18731707317073,4.92864563848337
IR,Ingersoll-Rand PLC,Industrials,87.6,1.9739007,5.07,22785450609,1987100000,26.2275449101796,54.2503508777688
INTC,Intel Corp.,Information Technology,42.75,2.6548672,1.98,211536000000,26247000000,12.7994011976048,12.7654771332232
ICE,Intercontinental Exchange,Financials,67,5.4298644,2.37,41373051167,3103000000,25.5725190839695,6.96466637636828
IBM,International Business Machines,Information Technology,147.59,3.8999026,6.11,142433003505,16557000000,19.1675324675325,81.2198328497051
IP,International Paper,Materials,56.05,3.206751,5.14,24465996443,3004000000,11.2324649298597,52.1965334983011
IPG,Interpublic Group,Consumer Discretionary,21.34,3.3802817,1.49,8277363031,1074900000,5.3216957605985,14.5042756008111
IFF,Intl Flavors & Fragrances,Materials,138,1.9341276,5.05,11270040447,699963000,21.7665615141956,31.2154954262174
INTU,Intuit Inc.,Information Technology,152.75,0.96720195,3.72,41233771565,1654000000,4.55970149253731,15.8557468544638
ISRG,Intuitive Surgical Inc.,Health Care,381.87,0,5.67,44866621303,1153700000,40.2816455696203,26.0568542586857
IVZ,Invesco Ltd.,Financials,31.92,3.466826,2.74,13620847614,1606200000,19.7037037037037,12.0390200026507
IQV,IQVIA Holdings Inc.,Health Care,95.23,0,0.76,20426488713,1542000000,34.3790613718412,33.4409204143668
IRM,Iron Mountain Incorporated,Real Estate,32.07,7.08258,0.46,9410249279,1116140000,6.45271629778672,9.74812747498938
JBHT,J. B. Hunt Transport Services,Industrials,114.81,0.8139042,6.19,12945366350,1007309000,13.4280701754386,64.8739289529616
JEC,Jacobs Engineering Group,Industrials,62.82,0.9089532,2.43,9326484316,409832000,31.2537313432836,51.7905071512451
SJM,JM Smucker,Consumer Staples,118.37,2.6036885,5.1,13612394896,1411300000,62.9627659574468,47.4110187260907
JNJ,Johnson & Johnson,Health Care,126.36,2.5566885,0.39,353062464971,22430000000,26.6582278481013,27.2761288412424
JCI,Johnson Controls International,Industrials,36.55,2.7659574,1.71,34822224800,4295000000,21.6272189349112,32.0183304284692
JPM,JPMorgan Chase & Co.,Financials,107.88,1.9845841,6.3,386613611000,0,67.425,31.9976338123517
JNPR,Juniper Networks,Information Technology,24.66,1.5754234,0.78,9267350000,1115500000,13.8539325842697,13.2985851621225
KSU,Kansas City Southern,Industrials,103.53,1.3445379,9.16,11037040988,1295400000,43.3179916317992,24.1785358218565
K,Kellogg Co.,Consumer Staples,65.98,3.363962,1.95,22182794875,1827000000,5.73739130434783,28.4718529109039
KEY,KeyCorp,Financials,20.08,1.9876952,1.12,22589744920,0,12.9548387096774,6.13982597507194
KMB,Kimberly-Clark,Consumer Staples,111.69,3.5599859,6.41,39449596000,4033000000,0.736449953844125,50.8888415746846
KIM,Kimco Realty,Real Estate,14.01,7.7134986,0.8,6180487499,701190000,11.675,1.98698199177372
KMI,Kinder Morgan,Energy,16.8,2.891845,0.01,38612712234,5981000000,15.7009345794393,5.94914332336144
KLAC,KLA-Tencor Corp.,Information Technology,98.54,2.2988505,5.88,16078622033,1506642000,7.62103634957463,22.7072336365335
KSS,Kohl's Corp.,Consumer Discretionary,60.34,3.4965036,3.12,10570861198,2286000000,29.578431372549,70.5091299040157
KHC,Kraft Heinz Co,Consumer Staples,71.58,3.3990483,2.81,89618309338,7832000000,46.4805194805195,15.3011318540942
KR,Kroger Co.,Consumer Staples,27.57,1.7301039,2.05,25471355847,5342000000,6.85820895522388,98.6006962561026
LB,L Brands Inc.,Consumer Discretionary,47.77,4.886988,3.98,13862042842,2329000000,0.0340392481010133,27.9995688406356
LLL,L-3 Communications Holdings,Industrials,198.79,1.4444605,8.51,16229343134,1137000000,63.7147435897436,133.55410731787
LH,Laboratory Corp. of America Holding,Health Care,165.46,0,7.02,17271388000,1861200000,61.0553505535055,73.6699777342666
LRCX,Lam Research,Information Technology,162.23,1.1652974,9.22,27967534829,2967218000,35.891592920354,53.3558416950628
LEG,Leggett & Platt,Consumer Discretionary,43.99,3.1454785,2.76,6034600480,447000000,8.9959100204499,21.6668544066683
LEN,Lennar Corp.,Consumer Discretionary,59.11,0.26268265,3.38,14615967194,1405319000,33.5852272727273,51.5422386509414
LUK,Leucadia National Corp.,Financials,23.86,1.5993602,0.33,8910389431,2201336000,28.4047619047619,22.9199255035179
LLY,Lilly (Eli) & Co.,Health Care,74.21,2.9327424,-0.2,84475986228,3459800000,12.9511343804538,19.7646775569037
LNC,Lincoln National,Financials,73.86,1.6813145,9.24,17123031000,0,71.0192307692308,61.4504502705617
LKQ,LKQ Corporation,Consumer Discretionary,38.86,0,1.5,12469931896,1065614000,12.8675496688742,22.5457165749309
LMT,Lockheed Martin Corp.,Industrials,334.3,2.315954,6.83,98102120000,7115000000,7.33918770581778,177.994767283955
L,Loews Corp.,Financials,46.05,4.5131636,1.93,16111166935,0,54.1764705882353,29.1275750468334
LOW,Lowe's Cos.,Consumer Discretionary,95.01,1.6413131,3.46,82909678852,7858000000,6.73829787234043,60.6961408472443
LYB,LyondellBasell,Materials,105.79,3.264714,12.25,43556650000,6851000000,18.0529010238908,81.14216008269
MTB,M&T Bank Corp.,Financials,178.35,1.6218846,8.69,27840827434,0,99.6368715083799,38.5389263143724
MAC,Macerich,Real Estate,58.36,4.9177604,3.43,8473119166,503183000,26.0535714285714,5.12159982069135
M,Macy's Inc.,Consumer Discretionary,24,6.098546,1.98,7541063495,2446000000,14.2011834319527,52.7435340383034
MPC,Marathon Petroleum,Energy,62.79,2.8268552,6.85,31633740000,5978000000,25.8395061728395,147.002748803908
MAR,Marriott Int'l.,Consumer Discretionary,133.88,0.9452879,2.67,50910130358,2620000000,12.1488203266788,44.6307593072951
MMC,Marsh & McLennan,Financials,79.31,1.8257059,2.87,41819440000,3236000000,13.557264957265,26.5704533275799
MLM,Martin Marietta Materials,Materials,208.42,0.8042038,6.63,13756812736,975223000,68.7854785478548,47.1858941299045
MAS,Masco Corp.,Industrials,40.7,0.98383695,1.47,13428792315,1179000000,3.41156747694887,17.632283281043
MA,Mastercard Inc.,Information Technology,160.62,0.5926628,3.65,187102014193,7113000000,5.96435202376532,10.6933458388624
MAT,Mattel Inc.,Consumer Discretionary,16,0,-3.06,5843402350,-203599000,4.1343669250646,13.4864926875394
MKC,McCormick & Co.,Consumer Staples,101.36,2.0261056,3.73,13459353253,815700000,19.4923076923077,36.4758131639468
MCD,McDonald's Corp.,Consumer Discretionary,158.97,2.437994,6.36,132101623787,10515400000,1.08831382214007,27.5499949135538
MCK,McKesson Corp.,Health Care,150.23,0.8898776,22.74,31534840262,7232000000,56.0559701492537,980.702109074207
MDT,Medtronic plc,Health Care,78.38,2.2618315,2.89,110107062300,9204000000,36.6261682242991,15.8518220696679
MRK,Merck & Co.,Health Care,54.73,3.435934,1.4,152241530340,8715000000,13.6144278606965,10.7538618261386
MET,MetLife Inc.,Financials,44.28,3.4587116,0.63,48679364276,0,52.0941176470588,42.1840275343188
MTD,Mettler Toledo,Health Care,601,0,14.24,16420774443,666706000,18.9649731776586,71.7842764246462
MGM,MGM Resorts International,Consumer Discretionary,33.5,1.2687428,1.92,19633674337,2680385000,10.8414239482201,15.0381211883132
KORS,Michael Kors Holdings,Consumer Discretionary,60.03,0,3.31,10053919023,456600000,11.1166666666667,19.0838438809958
MCHP,Microchip Technology,Information Technology,79.9,1.7512966,0.66,19393095636,997492000,13.5423728813559,10.7284059980088
MU,Micron Technology,Information Technology,40,0,4.36,48576791974,12541000000,19.8019801980198,18.2541660798713
MSFT,Microsoft Corp.,Information Technology,85.01,1.8747908,2.97,689978437468,41079000000,8.95785036880927,11.9511941964742
MAA,Mid-America Apartments,Real Estate,85.39,4.19652,2.86,9992628990,871483000,53.36875,12.8810703401627
MHK,Mohawk Industries,Consumer Discretionary,256.57,0,12.48,19897356456,1750393000,89.0868055555556,91.7047730373885
TAP,Molson Coors Brewing Company,Consumer Staples,74.51,2.1533613,9.27,12396862128,4708400000,55.6044776119403,60.2261905281524
MDLZ,Mondelez International,Consumer Staples,42.68,1.9977299,1.91,65827817742,4355000000,16.9365079365079,16.6014427307211
MON,Monsanto Co.,Materials,119.08,1.7938709,5.09,53076824328,4217000000,14.9597989949749,33.1719307746264
MNST,Monster Beverage,Consumer Staples,61.99,0,1.19,36403831015,1229478000,6.48430962343096,4.38011792472995
MCO,Moody's Corp,Financials,152.14,1.114065,1.35,30189978000,1238000000,2.06040086673889,15.3166614550687
MS,Morgan Stanley,Financials,51.79,1.8331805,3.09,97535400000,0,38.9398496240601,23.2671582825378
MSI,Motorola Solutions Inc.,Information Technology,98.74,2.0266979,-1.08,16626039679,1629000000,14.4992657856094,37.8420975053726
MYL,Mylan N.V.,Health Care,39.25,0,0.93,21698849265,3113300000,24.079754601227,15.4777738379011
NDAQ,"Nasdaq, Inc.",Financials,75.21,1.9671283,4.32,12844304115,1212000000,33.4266666666667,23.0768643067185
NOV,National Oilwell Varco Inc.,Energy,32.64,0.5873715,-6.4,12940096785,353000000,35.8681318681319,12.9474311289089
NAVI,Navient,Financials,13.38,4.5584044,1.01,3692691330,0,13.1176470588235,19.1510036600173
NTAP,NetApp,Information Technology,55.85,1.3881658,1.81,15375210915,1075000000,10.2289377289377,15.2233653390166
NFLX,Netflix Inc.,Information Technology,250.1,0,1.25,114805404842,809028000,8.12012987012987,25.3610116173917
NWL,Newell Brands,Consumer Discretionary,27.91,3.1228786,1.17,14438346000,2021400000,27.6336633663366,21.7868512176633
NFX,Newfield Exploration Co,Energy,26.38,0,-6.5,5695123080,896000000,5.84922394678492,5.60887673844881
NEM,Newmont Mining Corporation,Materials,36.61,0.8101539,-1.18,19749449484,1509000000,20.2265193370166,9.87420782475274
NWSA,News Corp. Class A,Consumer Discretionary,15.65,1.24533,-1.28,9356906461,679000000,18.4117647058824,10.0849539768453
NWS,News Corp. Class B,Consumer Discretionary,15.85,1.2269939,-1.28,9496735699,679000000,18.4302325581395,10.0838415759142
NEE,NextEra Energy,Utilities,145.29,2.6537917,11.39,69661177770,9018000000,52.8327272727273,35.5084857191318
NLSN,Nielsen Holdings,Industrials,33.9,3.6208732,1.39,13377670080,1836000000,11.2251655629139,12.4229529557063
NKE,Nike,Consumer Discretionary,62.49,1.2189548,2.51,106776113744,5162000000,7.01346801346801,20.455037346728
NI,NiSource Inc.,Utilities,22.51,3.3780859,1.02,7776566371,1448600000,12.3681318681319,10.0664794596639
NBL,Noble Energy Inc,Energy,25.43,1.4771049,-2.32,13177325251,-518000000,17.6597222222222,5.41335107782843
JWN,Nordstrom,Consumer Discretionary,47.23,3.0020285,2.02,8212509855,1448000000,5.19010989010989,63.3080938721103
NSC,Norfolk Southern Corp.,Industrials,136.89,2.018503,18.73,40543547441,4737000000,44.3009708737864,35.531933471886
NTRS,Northern Trust Corp.,Financials,96.2,1.6678249,4.92,22908130223,0,39.4262295081967,23.8607366369954
NOC,Northrop Grumman Corp.,Industrials,324.01,1.3030859,11.47,58782413951,3884000000,40.7047738693467,146.638993182402
NCLH,Norwegian Cruise Line,Consumer Discretionary,56.01,0,2.78,13191507318,1529401000,23.8340425531915,17.4670424570444
NRG,NRG Energy,Utilities,24,1.4195584,-2.23,8030036023,1774000000,3.56612184249629,24.1618335449004
NUE,Nucor Corp.,Materials,60.38,2.415766,4.1,20003317128,2648729000,25.8034188034188,60.4782269218196
NVDA,Nvidia Corporation,Information Technology,217.52,0.26223776,2.57,138652800000,3098000000,10.6679744973026,10.8249635443773
ORLY,O'Reilly Automotive,Consumer Discretionary,252.22,0,10.73,21433781860,1965187000,7.39214536928488,78.9808606847073
OMC,Omnicom Group,Consumer Discretionary,75.91,3.1838684,4.79,17377551986,2366000000,11.3978978978979,49.5264744483582
OKE,ONEOK,Energy,54.4,5.4436197,1.66,21988472489,1851783000,13.4987593052109,20.7954528295864
ORCL,Oracle Corp.,Information Technology,46.84,1.5551463,2.2,202302349740,16545000000,13.1573033707865,8.91144086317236
PCAR,PACCAR Inc.,Industrials,66.98,1.455816,4.75,24152102921,3619200000,21.8175895765472,52.0463428469303
PKG,Packaging Corporation of America,Materials,111.95,2.1514556,7.07,11051273948,1214900000,20.2075812274368,64.2828514368466
PH,Parker-Hannifin,Industrials,174.51,1.4401833,7.24,24421668509,2092089000,39.751708428246,93.557681626603
PDCO,Patterson Companies,Health Care,32.88,3.0723782,1.79,3209792400,359644000,14.0512820512821,41.764090807937
PAYX,Paychex Inc.,Information Technology,61.86,3.0892801,2.26,23253666810,1414900000,5.25573491928632,8.53419479127161
PYPL,PayPal,Information Technology,72.32,0,1.47,90708000000,2932000000,12.447504302926,10.4272159564087
PNR,Pentair Ltd.,Industrials,66.67,2.03933,3.63,12466660892,863700000,26.883064516129,26.465263379189
PBCT,People's United Financial,Financials,18.56,3.59375,0.97,6527616000,0,15.8632478632479,4.72592872647628
PKI,PerkinElmer,Health Care,72.06,0.3695394,2.64,8351767268,445658000,22.1723076923077,19.4145654449887
PRGO,Perrigo,Health Care,84.44,0.73126143,-28.01,12326379902,0,41.5960591133005,24.9452977449055
PFE,Pfizer Inc.,Health Care,33.63,3.8879359,3.51,208505541949,20569000000,9.89117647058824,8.40311252487295
PCG,PG&E Corp.,Utilities,38.24,0,2.78,20309412381,6471000000,35.0825688073395,24.3092399777148
PM,Philip Morris International,Consumer Staples,100.39,4.328479,4.48,153580671803,11802000000,0.0761280048532646,36.4065808911326
PSX,Phillips 66,Energy,92.44,2.928564,9.93,47996220000,5311000000,43.6037735849057,194.612689589476
PNW,Pinnacle West Capital,Utilities,74.34,3.698776,3.95,8397609889,1614399000,45.0545454545455,24.8369536183422
PXD,Pioneer Natural Resources,Energy,169.16,0.1816118,-3.39,29983119693,1717000000,61.2898550724638,24.9166020736605
PNC,PNC Financial Services,Financials,149.38,1.9354838,10.4,73315000000,0,97.6339869281046,36.9155795212194
RL,Polo Ralph Lauren Corp.,Consumer Discretionary,101.32,1.8570102,-1.19,8753430477,506100000,41.5245901639344,72.637291434836
PPG,PPG Industries,Materials,110.3,1.5771489,6.31,29043337549,2585000000,22.8364389233954,56.416404417338
PPL,PPL Corp.,Utilities,29.52,5.2196894,2.79,20839814845,3937000000,15.1384615384615,7.87261868286022
PX,Praxair Inc.,Materials,144.07,2.1998534,4.32,42948664203,3632000000,20.9404069767442,37.0558512724687
PCLN,Priceline.com Inc,Consumer Discretionary,1806.06,0,42.66,91817448863,4803487000,260.991329479769,196.812227321686
PFG,Principal Financial Group,Financials,60.38,3.1914895,4.5,18457199721,0,39.4640522875817,35.1710139585471
PG,Procter & Gamble,Consumer Staples,80.22,3.3704789,5.6,206318943299,17249000000,20.8363636363636,25.3900901547599
PGR,Progressive Corp.,Financials,51.07,2.1061797,2.73,31062780000,0,15.7138461538462,44.5680710743357
PLD,Prologis,Real Estate,58.33,2.931379,3.06,31953288000,2969194000,27.6445497630332,4.05622302008439
PRU,Prudential Financial,Financials,103.38,2.6985698,9.73,47136080000,0,111.161290322581,95.3930279489207
PEG,Public Serv. Enterprise Inc.,Utilities,46.73,3.60587,1.75,24138050331,3613000000,24.8563829787234,13.5482839763231
PSA,Public Storage,Real Estate,180.49,4.316159,6.81,32258539942,1924803000,27.5137195121951,11.1660543040564
PHM,Pulte Homes Inc.,Consumer Discretionary,28.67,1.2036108,1.44,8792572352,992811000,14.4070351758794,27.7231330253974
PVH,PVH Corp.,Consumer Discretionary,142.68,0.100529455,6.77,11478625926,1057500000,66.6728971962617,80.9875531871054
QRVO,Qorvo,Information Technology,76.85,0,-0.13,9877885146,806875000,38.8131313131313,22.6753555914742
QCOM,QUALCOMM Inc.,Information Technology,62.42,3.5055351,1.65,96282828902,4191000000,16.3403141361257,14.6400109952534
PWR,Quanta Services Inc.,Industrials,33.51,0,1.28,5330131216,649404000,23.4335664335664,43.0203130338223
DGX,Quest Diagnostics,Health Care,96.42,1.9884669,5.5,13578300000,1453000000,34.1914893617021,54.4441767345386
RRC,Range Resources Corp.,Energy,12.82,0.6097561,-2.79,3255587970,820095000,21.728813559322,6.53270410789378
RJF,Raymond James Financial Inc.,Financials,86.06,1.0982976,4.12,13216271700,0,36.7777777777778,43.6087867195384
RTN,Raytheon Co.,Industrials,198.74,1.5612764,6.95,59066255840,3868000000,37.6401515151515,86.6410141140191
O,Realty Income Corporation,Real Estate,47.56,5.372036,1.12,13784942453,1075568000,24.7708333333333,3.05105141631077
RHT,Red Hat Inc.,Information Technology,124.65,0,1.68,22799923883,541809000,7.94455066921606,15.1973701295416
REG,Regency Centers Corporation,Real Estate,55.58,3.6850338,1.43,9858367494,487636000,36.8079470198676,4.03860963124835
REGN,Regeneron,Health Care,322.62,0,7.74,35950369241,2043160000,54.7741935483871,38.0205552825379
RF,Regions Financial Corp.,Financials,17.9,1.8987342,1,21500640000,0,13.5606060606061,5.15141861147109
RSG,Republic Services Inc,Industrials,62.72,2.1362228,1.77,21590903863,2734000000,22.1625441696113,21.746678517312
RMD,ResMed,Health Care,89.26,1.5120423,2.41,13233622689,636942000,13.5037821482602,14.4806951940688
RHI,Robert Half International,Industrials,52.26,1.7075773,2.32,7047165475,565196000,8.73913043478261,39.2036189156186
ROK,Rockwell Automation Inc.,Industrials,178.73,1.7692552,6.35,24123216432,1323200000,16.337294332724,47.5270662028392
COL,Rockwell Collins,Industrials,133.31,0.9748892,4.8,22197870556,1696000000,38.528901734104,35.2553227444831
ROP,Roper Technologies,Industrials,259.4,0.61985797,9.38,27247789759,1555209000,61.3238770685579,43.4390134420637
ROST,Ross Stores,Consumer Discretionary,75.06,0.82061803,2.83,29803566306,2247009000,7.30155642023346,25.2434083713209
RCL,Royal Caribbean Cruises Ltd,Consumer Discretionary,122.45,1.8674136,7.53,27418147452,2876309000,47.83203125,39.466121517429
SPGI,"S&P Global, Inc.",Financials,173.31,1.0947506,7.95,46585950000,3021000000,3.4278085443038,16.9005365732643
CRM,Salesforce.com,Information Technology,104.03,0,0.27,79489115000,925804000,11.8081725312145,10.028071950139
SBAC,SBA Communications,Real Estate,159.85,0,0.62,19572031314,1074240000,1.7558216168717,10.5239200440155
SCG,SCANA Corp,Utilities,35.6,6.6830335,4.16,5229448882,1459000000,38.6956521739131,21.5534856405956
SLB,Schlumberger Ltd.,Energy,67.4,2.8673835,-1.08,96529311126,3222000000,25.530303030303,20.8682763435362
SNI,Scripps Networks Interactive Inc.,Consumer Discretionary,86.46,1.3761468,5.18,11328642413,1351059000,20.4881516587678,19.766446833722
STX,Seagate Technology,Information Technology,47.44,5.085772,2.58,14113197720,1811000000,3.55888972243061,36.3565077459134
SEE,Sealed Air,Materials,42.62,1.4427412,2.46,8001938397,969700000,4.03981042654028,17.2550139236464
SRE,Sempra Energy,Utilities,103.36,3.1607263,5.45,26163862235,3763000000,52.2020202020202,32.7811660529713
SHW,Sherwin-Williams,Materials,387.65,0.8426688,18.61,37730994828,2160668000,28.8859910581222,153.366362984256
SIG,Signet Jewelers,Consumer Discretionary,49.38,2.4730754,7.03,3034275549,852700000,35.7826086956522,65.2768867604646
SPG,Simon Property Group Inc,Real Estate,152.18,5.0368075,6.25,48139839531,4411515000,11.4939577039275,17.3830700685762
SWKS,Skyworks Solutions,Information Technology,99.04,1.2629502,5.41,18493080922,1122900000,23.3035294117647,14.208564657082
SLG,SL Green Realty,Real Estate,90.61,3.4998922,0.88,8617714345,795889000,68.6439393939394,13.7663148530774
SNA,Snap-On Inc.,Consumer Discretionary,156.72,1.968433,9.2,9499107736,982200000,48.8224299065421,44.6307374611393
SO,Southern Co.,Utilities,43.4,5.3530226,2.53,43497224128,6012000000,23.8461538461538,17.304209843129
LUV,Southwest Airlines,Industrials,55.63,0.863707,5.82,34351211637,4533000000,14.4869791666667,34.1395223302117
SWK,Stanley Black & Decker,Consumer Discretionary,152.86,1.5775635,8.05,24496399600,2264600000,45.7664670658683,78.6185437105422
SBUX,Starbucks Corp.,Consumer Discretionary,53.77,2.203452,1.97,76548976000,7361500000,4.0247005988024,15.6342484888323
STT,State Street Corp.,Financials,98.54,1.6228749,5.23,38059113300,0,50.5333333333333,30.1985368389052
SRCL,Stericycle Inc,Industrials,70.55,0,2.08,6218560288,305085000,32.8139534883721,31.2067009788509
SYK,Stryker Corp.,Health Care,148.01,1.2234008,2.68,57509096756,2863000000,26.7166064981949,31.929218567916
STI,SunTrust Banks,Financials,65.8,2.3185046,4.48,32498948310,0,47.6811594202899,19.8854952085174
SYMC,Symantec Corp.,Information Technology,25.59,1.1286682,-0.17,16520497264,1227000000,7.61607142857143,7.20510327413239
SYF,Synchrony Financial,Financials,34.98,1.6,2.41,28893750000,0,17.756345177665,16.580852774399
SNPS,Synopsys Inc.,Information Technology,82.62,0,0.87,12767067883,579844000,20.7587939698492,13.1638822076318
SYY,Sysco Corp.,Consumer Staples,57,2.4644873,2.08,30445320778,2988725000,4.25373134328358,78.1299795011607
TROW,T. Rowe Price Group,Financials,101.99,2.140443,4.75,25810865035,2281400000,22.1236442516269,13.7989992498697
TPR,"Tapestry, Inc.",Consumer Discretionary,48.85,0,2.09,14247199374,0,11.2298850574713,11.9772976146862
TGT,Target Corp.,Consumer Discretionary,71.11,3.3856654,4.71,39816696539,7105000000,20.6115942028985,88.3640095166212
TEL,TE Connectivity Ltd.,Information Technology,95.27,1.6062645,4.71,34983666316,2797000000,26.4638888888889,37.0205365471423
FTI,TechnipFMC,Energy,29.1,1.7060367,0,14163064455,540167833.42,27.4528301886792,18.6350319389078
TXN,Texas Instruments,Information Technology,97.66,2.4318495,3.6,100262526470,7013000000,10.4785407725322,14.0372091544451
TXT,Textron Inc.,Industrials,55.54,0.1381454,1.14,15254672353,1454000000,21.6108949416342,52.1713237134823
BK,The Bank of New York Mellon Corp.,Financials,53.29,1.7347307,3.73,56083904906,0,35.7651006711409,15.7503089250637
CLX,The Clorox Company,Consumer Staples,127.76,2.6286967,5.33,16540418002,1295000000,5.90934320074006,45.650043252487
COO,The Cooper Companies,Health Care,223.17,0.026033757,7.52,11297958140,615700000,62.5126050420168,32.5612778167705
HSY,The Hershey Company,Consumer Staples,97.65,2.6494346,3.66,20867272020,1404123000,3.8085023400936,34.3877852614692
MOS,The Mosaic Company,Materials,24.13,0.3960396,0.85,9726962131,1165100000,25.6702127659574,13.286012444253
TRV,The Travelers Companies Inc.,Financials,135.01,2.0261714,7.31,38903131815,0,82.8282208588957,101.220554497608
DIS,The Walt Disney Company,Consumer Discretionary,101.35,1.6036655,5.7,157817273295,12544000000,26.5314136125654,25.5704706402177
TMO,Thermo Fisher Scientific,Health Care,198.73,0.3276319,5.6,83226586345,4751300000,58.7958579881657,49.4886775942023
TIF,Tiffany & Co.,Consumer Discretionary,99.62,1.9402406,3.55,12810515320,949500000,25.0931989924433,22.0556913956679
TWX,Time Warner Inc.,Consumer Discretionary,93.02,1.6927768,6.62,74185800000,7671000000,34.0732600732601,39.1894400342164
TJX,TJX Companies Inc.,Consumer Discretionary,74.36,1.64042,3.46,48181450881,4600216000,7.18454106280193,38.5412819319652
TMK,Torchmark Corp.,Financials,80.52,0.7204611,4.5,9614412169,0,42.8297872340426,25.9076159896709
TSS,Total System Services,Information Technology,81.17,0.6091133,3.16,15694951118,1097534000,12.3546423135464,25.5609425522776
TSCO,Tractor Supply Company,Consumer Discretionary,65.94,1.6030874,3.3,8459271203,859519000,10.9717138103161,56.6391444860796
TRIP,TripAdvisor,Consumer Discretionary,40.05,0,0.81,5700998508,234000000,11.4756446991404,8.72059317452999
FOXA,Twenty-First Century Fox Class A,Consumer Discretionary,34.56,0.9983361,1.59,44027094922,5280000000,8.40875912408759,16.3944403682355
FOX,Twenty-First Century Fox Class B,Consumer Discretionary,34.09,1.0084034,1.59,66135313503,5280000000,8.43811881188119,10.7692845220962
TSN,Tyson Foods,Consumer Staples,73.92,1.6353229,4.79,26957526800,2521000000,28.9882352941177,78.8639948799856
USB,U.S. Bancorp,Financials,52.65,2.189781,3.52,90940115897,0,25.1913875598086,13.9383256753728
UDR,UDR Inc,Real Estate,32.92,3.668639,1.08,9050154422,665141000,10.0672782874618,2.6621749338439
ULTA,Ulta Salon Cosmetics & Fragrance Inc,Consumer Discretionary,209.09,0,6.52,13300000127,1002093000,26.0062189054726,61.8991978859836
UAA,Under Armour Class A,Consumer Discretionary,13.14,0,0.45,5856913571,399277000,4.83088235294118,8.2006705327565
UA,Under Armour Class C,Consumer Discretionary,11.95,0,0.45,5366628950,399277000,4.78,8.10785853679818
UAL,United Continental Holdings,Industrials,63.37,0,7.05,19363059152,5929000000,30.3205741626794,126.222588365771
UNH,United Health Group Inc.,Health Care,216.46,1.3284917,10.71,218834811333,17454000000,45.9575371549894,198.526760115913
UPS,United Parcel Service,Industrials,109.28,2.9666696,5.62,96436356833,7919000000,1.68902627511592,74.1151788401707
URI,"United Rentals, Inc.",Industrials,161.99,0,15.72,14654954091,2760000000,35.7593818984548,74.3666349012777
UTX,United Technologies,Industrials,127.48,2.1216943,5.7,105387272474,10584000000,37.4941176470588,73.585254503215
UHS,"Universal Health Services, Inc.",Health Care,114.87,0.34153005,7.14,11116075286,1676204000,51.9773755656109,87.2961095892576
UNM,Unum Group,Financials,47.87,1.8189007,4.38,11256432318,0,40.2268907563025,47.9422777779781
VFC,V.F. Corp.,Consumer Discretionary,78.75,2.2865665,2.55,31797645904,1624441000,9.98098859315589,21.2201554344724
VLO,Valero Energy,Energy,86.77,3.5618877,9.24,39312309113,5401000000,44.9585492227979,206.010658327156
VAR,Varian Medical Systems,Health Care,112.82,0,2.69,10692681720,500600000,15.4125683060109,28.4523562495265
VTR,Ventas Inc,Real Estate,50.92,5.965641,1.86,18865999082,1935931000,28.9318181818182,7.19814018830374
VRSN,Verisign Inc.,Information Technology,105.62,0,3.43,10754983829,767864000,9.76155268022181,8.51648575383518
VRSK,Verisk Analytics,Industrials,92.28,0,3.45,15594677147,1011200000,9.88008565310493,9.28793130554214
VZ,Verizon Communications,Telecommunication Services,49.04,4.626544,7.36,208092277044,45745000000,6.1608040201005,29.8069404950383
VRTX,Vertex Pharmaceuticals Inc,Health Care,151.6,0,1.04,39369386348,97562000,6.91921497033318,9.36646375957004
VIAB,Viacom Inc.,Consumer Discretionary,32.71,2.622091,4.68,10601008017,5600000000,15.7259615384615,29.9411392534835
V,Visa Inc.,Information Technology,113.86,0.70204765,2.8,270038723213,13086000000,12.1127659574468,7.88850834307099
VNO,Vornado Realty Trust,Real Estate,66.18,3.744428,4.33,12778779911,0,18.2314049586777,9.25710889802456
VMC,Vulcan Materials,Materials,121.47,0.7797879,3.1,16964162228,970976000,34.3135593220339,21.0970112376364
WMT,Wal-Mart Stores,Consumer Staples,100.02,1.983471,4.39,304680931618,30721000000,25.7120822622108,121.8278919514
WBA,Walgreens Boots Alliance,Consumer Staples,68.22,2.2368238,3.78,70862541911,7083000000,22.2941176470588,115.541187333895
WM,Waste Management Inc.,Industrials,79.12,2.0800195,2.66,35488486675,3896000000,11.7563150074294,24.1310231599569
WAT,Waters Corporation,Health Care,191.79,0,0.19,16064078572,773932000,31.1853658536585,27.4675880599072
WEC,Wec Energy Group Inc,Utilities,59.5,3.691948,3.79,18890296993,2736500000,28.3333333333333,23.9588982885172
WFC,Wells Fargo,Financials,55.4,2.7111576,4.07,281463620775,0,35.0632911392405,19.2841930324052
HCN,Welltower Inc.,Real Estate,54.67,6.1538463,2.81,20943679019,1908253000,36.6912751677852,8.12910451378677
WDC,Western Digital,Information Technology,80.09,2.389201,1.29,24760297793,5169000000,40.045,64.3033376876652
WU,Western Union Co,Information Technology,18.81,3.5915854,0.51,8951609207,694600000,1.48695652173913,8.44721277904768
